#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS PTDY  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC  nmi  hPa    ft
2024 01 28 00 48 290  2.6  4.6    MM    MM    MM  MM 1018.7  13.5  12.6    MM   MM   MM    MM
2024 01 28 00 42 290  2.1  4.6    MM    MM    MM  MM 1018.7  13.6  12.6    MM   MM   MM    MM
2024 01 28 00 36 280  2.6  3.6    MM    MM    MM  MM 1018.6  13.5  12.8    MM   MM   MM    MM
2024 01 28 00 30 280  2.6  4.1    MM    MM    MM  MM     MM  13.6  13.3    MM   MM   MM    MM
2024 01 28 00 24 280  2.1  4.1    MM    MM    MM  MM     MM  13.7  13.5    MM   MM   MM    MM
2024 01 28 00 18 280  2.1  4.1    MM    MM    MM  MM 1018.5  13.9  13.1    MM   MM   MM    MM
2024 01 28 00 12 290  2.6  4.6    MM    MM    MM  MM 1018.4  14.0  13.2    MM   MM   MM    MM
2024 01 28 00 06 280  2.6  5.1    MM    MM    MM  MM 1018.3  14.0  13.1    MM   MM   MM    MM
2024 01 28 00 00 290  2.1  5.1    MM    MM    MM  MM 1018.3  14.0  13.3    MM   MM +2.9    MM
2024 01 27 23 54 290  2.6  4.6    MM    MM    MM  MM 1018.3  14.1  12.9    MM   MM   MM    MM
2024 01 27 23 48 280  2.6  4.6    MM    MM    MM  MM 1018.2  14.1  13.0    MM   MM   MM    MM
2024 01 27 23 42 290  2.6  4.1    MM    MM    MM  MM 1018.1  14.2  13.0    MM   MM   MM    MM
2024 01 27 23 36 280  2.6  4.6    MM    MM    MM  MM 1018.1  14.2  12.6    MM   MM   MM    MM
2024 01 27 23 30 280  2.6  5.7    MM    MM    MM  MM 1017.9    MM  13.0    MM   MM   MM    MM
2024 01 27 23 24 280  3.1  5.1    MM    MM    MM  MM 1017.8    MM  13.0    MM   MM   MM    MM
2024 01 27 23 18 280  2.6  5.1    MM    MM    MM  MM 1017.8    MM  12.6    MM   MM   MM    MM
2024 01 27 23 12 280  2.6  6.2    MM    MM    MM  MM 1017.7    MM  12.5    MM   MM   MM    MM
2024 01 27 23 06 280  2.6  5.1    MM    MM    MM  MM 1017.6    MM  12.7    MM   MM   MM    MM
2024 01 27 23 00 280  2.6  5.1    MM    MM    MM  MM 1017.5    MM  12.9    MM   MM +2.5    MM
2024 01 27 22 54 280  2.6  5.7    MM    MM    MM  MM 1017.5    MM  13.2    MM   MM   MM    MM
2024 01 27 22 48 280  2.6  6.2    MM    MM    MM  MM 1017.4  14.7  13.3    MM   MM   MM    MM
2024 01 27 22 42 280  2.6  5.7    MM    MM    MM  MM 1017.4  14.7  12.6    MM   MM   MM    MM
2024 01 27 22 36 270  3.6  5.7    MM    MM    MM  MM 1017.3  14.9  13.1    MM   MM   MM    MM
2024 01 27 22 30 280  3.1  6.2    MM    MM    MM  MM 1017.3  15.0  13.3    MM   MM   MM    MM
2024 01 27 22 24 270  3.1  6.2    MM    MM    MM  MM 1017.2  14.9  13.1    MM   MM   MM    MM
2024 01 27 22 18 270  3.6  5.7    MM    MM    MM  MM 1017.1  14.9  12.2    MM   MM   MM    MM
2024 01 27 22 12 280  3.6  6.7    MM    MM    MM  MM 1017.0  15.0  12.4    MM   MM   MM    MM
2024 01 27 22 06 280  3.1  5.1    MM    MM    MM  MM 1016.9  15.4  12.6    MM   MM   MM    MM
2024 01 27 22 00 270  3.6  6.2    MM    MM    MM  MM 1016.8    MM  12.9    MM   MM +1.9    MM
2024 01 27 21 54 270  3.6  5.7    MM    MM    MM  MM 1016.7    MM  12.6    MM   MM   MM    MM
2024 01 27 21 48 270  3.6  6.7    MM    MM    MM  MM 1016.6    MM  12.3    MM   MM   MM    MM
2024 01 27 21 42 270  4.1  6.7    MM    MM    MM  MM 1016.4    MM  12.6    MM   MM   MM    MM
2024 01 27 21 36 270  4.1  6.7    MM    MM    MM  MM 1016.2    MM  12.9    MM   MM   MM    MM
2024 01 27 21 30 280  3.6  6.2    MM    MM    MM  MM 1016.1  15.9  13.1    MM   MM   MM    MM
2024 01 27 21 24 280  3.6  6.2    MM    MM    MM  MM 1015.9  16.2  12.8    MM   MM   MM    MM
2024 01 27 21 18 280  3.6  6.2    MM    MM    MM  MM 1015.8  16.5  12.4    MM   MM   MM    MM
2024 01 27 21 12 280  3.1  5.7    MM    MM    MM  MM 1015.7  16.1  12.7    MM   MM   MM    MM
2024 01 27 21 06 280  3.1  5.1    MM    MM    MM  MM 1015.5  16.2  12.4    MM   MM   MM    MM
2024 01 27 21 00 280  2.1  4.1    MM    MM    MM  MM 1015.4  16.1  12.5    MM   MM +0.3    MM
2024 01 27 20 54 280  2.6  4.6    MM    MM    MM  MM 1015.4  16.3  12.6    MM   MM   MM    MM
2024 01 27 20 48 270  2.6  4.1    MM    MM    MM  MM 1015.4  16.7  12.4    MM   MM   MM    MM
2024 01 27 20 42 280  2.6  4.1    MM    MM    MM  MM 1015.3  16.8  12.3    MM   MM   MM    MM
2024 01 27 20 36 270  2.1  3.6    MM    MM    MM  MM 1015.3  16.8  12.4    MM   MM   MM    MM
2024 01 27 20 30 280  2.1  5.1    MM    MM    MM  MM 1015.3  16.6  12.4    MM   MM   MM    MM
2024 01 27 20 24 280  2.6  4.1    MM    MM    MM  MM 1015.3  16.6  12.3    MM   MM   MM    MM
2024 01 27 20 18 300  2.6  4.6    MM    MM    MM  MM 1015.3  16.8  12.2    MM   MM   MM    MM
2024 01 27 20 12 280  2.1  4.1    MM    MM    MM  MM 1015.3  16.6  12.3    MM   MM   MM    MM
2024 01 27 20 06 290  2.6  5.1    MM    MM    MM  MM 1015.1  16.4  12.2    MM   MM   MM    MM
2024 01 27 20 00 290  2.6  5.7    MM    MM    MM  MM 1015.0  16.6  12.1    MM   MM -0.9    MM
2024 01 27 19 54 290  2.6  4.6    MM    MM    MM  MM 1015.1  16.6  12.2    MM   MM   MM    MM
2024 01 27 19 48 300  2.1  4.1    MM    MM    MM  MM 1015.1  16.6  12.4    MM   MM   MM    MM
2024 01 27 19 42 290  2.1  5.1    MM    MM    MM  MM 1015.1  16.6  12.5    MM   MM   MM    MM
2024 01 27 19 36 290  2.1  5.1    MM    MM    MM  MM 1015.2  16.4  12.3    MM   MM   MM    MM
2024 01 27 19 30 290  3.1  5.1    MM    MM    MM  MM 1015.2  16.4  12.3    MM   MM   MM    MM
2024 01 27 19 24 290  3.1  5.7    MM    MM    MM  MM 1015.2  16.8  12.4    MM   MM   MM    MM
2024 01 27 19 18 280  2.6  4.6    MM    MM    MM  MM 1015.2  16.9  12.4    MM   MM   MM    MM
2024 01 27 19 12 280  2.6  4.6    MM    MM    MM  MM 1015.2  16.4  12.3    MM   MM   MM    MM
2024 01 27 19 06 280  2.6  5.1    MM    MM    MM  MM 1015.2  16.5  12.3    MM   MM   MM    MM
2024 01 27 19 00 270  2.1  4.1    MM    MM    MM  MM 1014.9    MM  12.4    MM   MM -0.7    MM
2024 01 27 18 54 270  2.1  5.1    MM    MM    MM  MM 1014.9    MM  12.4    MM   MM   MM    MM
2024 01 27 18 48 280  2.6  5.1    MM    MM    MM  MM 1014.9  16.8  12.3    MM   MM   MM    MM
2024 01 27 18 42 270  2.6  5.7    MM    MM    MM  MM 1015.1  16.9  12.3    MM   MM   MM    MM
2024 01 27 18 36 270  4.1  5.7    MM    MM    MM  MM 1015.2  16.7  12.3    MM   MM   MM    MM
2024 01 27 18 30 270  4.1  5.7    MM    MM    MM  MM 1015.2  16.9  12.3    MM   MM   MM    MM
2024 01 27 18 24 270  3.6  6.2    MM    MM    MM  MM 1015.3  17.4  12.3    MM   MM   MM    MM
2024 01 27 18 18 260  4.6  6.2    MM    MM    MM  MM 1015.1  16.8  12.3    MM   MM   MM    MM
2024 01 27 18 12 270  4.1  5.1    MM    MM    MM  MM 1015.0  17.0  12.3    MM   MM   MM    MM
2024 01 27 18 06 270  4.1  6.2    MM    MM    MM  MM 1015.0  16.7  12.3    MM   MM   MM    MM
2024 01 27 18 00 260  4.6  5.7    MM    MM    MM  MM 1015.1    MM  12.3    MM   MM -0.4    MM
2024 01 27 17 54 270  3.1  5.7    MM    MM    MM  MM 1015.0    MM  12.3    MM   MM   MM    MM
2024 01 27 17 48 270  3.1  4.1    MM    MM    MM  MM 1015.2  16.9  12.2    MM   MM   MM    MM
2024 01 27 17 42 270  2.6  5.1    MM    MM    MM  MM 1015.4  16.9  12.2    MM   MM   MM    MM
2024 01 27 17 36 260  3.1  4.6    MM    MM    MM  MM 1015.5  16.7  12.3    MM   MM   MM    MM
2024 01 27 17 30 260  3.6  4.6    MM    MM    MM  MM 1015.7  16.7  12.2    MM   MM   MM    MM
2024 01 27 17 24 260  2.6  4.6    MM    MM    MM  MM 1015.9  16.6  12.2    MM   MM   MM    MM
2024 01 27 17 18 260  3.1  5.1    MM    MM    MM  MM 1015.8  16.4  12.1    MM   MM   MM    MM
2024 01 27 17 12 260  3.6  5.7    MM    MM    MM  MM 1015.9  16.2  12.0    MM   MM   MM    MM
2024 01 27 17 06 260  4.1  5.7    MM    MM    MM  MM 1015.9  16.3  12.0    MM   MM   MM    MM
2024 01 27 17 00 260  3.1  5.7    MM    MM    MM  MM 1015.9  16.2  12.0    MM   MM -0.0    MM
2024 01 27 16 54 260  4.1  5.7    MM    MM    MM  MM 1015.9  16.3  12.0    MM   MM   MM    MM
2024 01 27 16 48 260  3.6  4.6    MM    MM    MM  MM 1015.9    MM    MM    MM   MM   MM    MM
2024 01 27 16 42 260  3.6  4.6    MM    MM    MM  MM 1016.1    MM    MM    MM   MM   MM    MM
2024 01 27 16 36 260  3.1  4.1    MM    MM    MM  MM 1016.0    MM    MM    MM   MM   MM    MM
2024 01 27 16 30 250  3.1  4.1    MM    MM    MM  MM 1015.8    MM  12.1    MM   MM   MM    MM
2024 01 27 16 24 260  2.6  3.6    MM    MM    MM  MM 1015.8    MM  12.1    MM   MM   MM    MM
2024 01 27 16 18 260  2.1  2.6    MM    MM    MM  MM 1015.7  16.8  12.1    MM   MM   MM    MM
2024 01 27 16 12 250  1.5  2.6    MM    MM    MM  MM 1015.8  16.5  12.2    MM   MM   MM    MM
2024 01 27 16 06 250  1.5  2.6    MM    MM    MM  MM 1015.7  16.2  12.3    MM   MM   MM    MM
2024 01 27 16 00 260  1.0  2.1    MM    MM    MM  MM 1015.6    MM  12.4    MM   MM -0.5    MM
2024 01 27 15 54 250  1.0  2.1    MM    MM    MM  MM 1015.5    MM  12.4    MM   MM   MM    MM
2024 01 27 15 48 250  1.0  2.1    MM    MM    MM  MM 1015.4  16.3  12.3    MM   MM   MM    MM
2024 01 27 15 42 310  1.0  3.1    MM    MM    MM  MM 1015.3  16.5  12.3    MM   MM   MM    MM
2024 01 27 15 36 290  2.6  5.7    MM    MM    MM  MM 1015.5  17.0  12.2    MM   MM   MM    MM
2024 01 27 15 30 170  1.5  2.6    MM    MM    MM  MM 1015.4  17.8  12.3    MM   MM   MM    MM
2024 01 27 15 24 160  2.1  4.1    MM    MM    MM  MM 1015.1  17.8  12.3    MM   MM   MM    MM
2024 01 27 15 18 160  2.1  4.1    MM    MM    MM  MM 1015.2  17.7  12.4    MM   MM   MM    MM
2024 01 27 15 12 150  2.1  3.6    MM    MM    MM  MM 1015.1  17.5  12.4    MM   MM   MM    MM
2024 01 27 15 06 140  1.5  4.6    MM    MM    MM  MM 1015.2  17.4  12.5    MM   MM   MM    MM
2024 01 27 15 00 150  2.1  5.1    MM    MM    MM  MM 1015.5  17.3  12.5    MM   MM +0.0    MM
2024 01 27 14 54 160  2.1  3.6    MM    MM    MM  MM 1015.6  17.2  12.3    MM   MM   MM    MM
2024 01 27 14 48 150  2.1  3.1    MM    MM    MM  MM 1015.5  17.1  12.0    MM   MM   MM    MM
2024 01 27 14 42 160  1.0  2.6    MM    MM    MM  MM 1015.5  16.9  12.0    MM   MM   MM    MM
2024 01 27 14 36 140  2.1  2.6    MM    MM    MM  MM 1015.7  16.7  12.0    MM   MM   MM    MM
2024 01 27 14 30 140  1.0  2.6    MM    MM    MM  MM 1015.7    MM  12.0    MM   MM   MM    MM
2024 01 27 14 24 140  1.0  2.6    MM    MM    MM  MM 1015.9    MM  12.0    MM   MM   MM    MM
2024 01 27 14 18 160  1.0  2.6    MM    MM    MM  MM     MM  16.3  11.9    MM   MM   MM    MM
2024 01 27 14 12 140  1.5  2.6    MM    MM    MM  MM     MM  16.0  11.8    MM   MM   MM    MM
2024 01 27 14 06 140  1.5  2.6    MM    MM    MM  MM     MM  15.7  11.8    MM   MM   MM    MM
2024 01 27 14 00 130  1.0  2.1    MM    MM    MM  MM 1015.8  15.4  11.7    MM   MM +0.8    MM
2024 01 27 13 54 140  0.5  1.5    MM    MM    MM  MM 1015.8  15.1  11.7    MM   MM   MM    MM
2024 01 27 13 48  MM  0.0  1.5    MM    MM    MM  MM 1015.9    MM  11.7    MM   MM   MM    MM
2024 01 27 13 42 100  0.5  2.1    MM    MM    MM  MM 1016.0    MM  11.7    MM   MM   MM    MM
2024 01 27 13 36  80  1.0  2.1    MM    MM    MM  MM 1015.9    MM  11.7    MM   MM   MM    MM
2024 01 27 13 30  80  2.1  2.1    MM    MM    MM  MM 1015.8    MM  11.7    MM   MM   MM    MM
2024 01 27 13 24  50  0.5  2.1    MM    MM    MM  MM 1016.0    MM  11.7    MM   MM   MM    MM
2024 01 27 13 18  10  1.5  2.6    MM    MM    MM  MM 1016.0  13.5  11.9    MM   MM   MM    MM
2024 01 27 13 12 360  1.5  2.6    MM    MM    MM  MM 1016.1  13.8  11.9    MM   MM   MM    MM
2024 01 27 13 06 290  0.5  2.6    MM    MM    MM  MM 1016.3  15.1  11.7    MM   MM   MM    MM
2024 01 27 13 00 320  1.5  2.6    MM    MM    MM  MM 1016.1  15.0  11.6    MM   MM -0.7    MM
2024 01 27 12 54 310  1.5  3.1    MM    MM    MM  MM 1016.1  14.8  11.6    MM   MM   MM    MM
2024 01 27 12 48 270  2.6  3.6    MM    MM    MM  MM 1016.3  15.7  11.6    MM   MM   MM    MM
2024 01 27 12 42 200  1.5  2.6    MM    MM    MM  MM 1016.2  16.9  11.6    MM   MM   MM    MM
2024 01 27 12 36  MM  0.0  1.5    MM    MM    MM  MM 1016.1  16.7  11.8    MM   MM   MM    MM
2024 01 27 12 30 150  1.0  2.6    MM    MM    MM  MM 1015.9    MM    MM    MM   MM   MM    MM
2024 01 27 12 24 140  1.5  2.1    MM    MM    MM  MM 1015.7    MM    MM    MM   MM   MM    MM
2024 01 27 12 18  MM   MM   MM    MM    MM    MM  MM 1015.6  16.6  11.8    MM   MM   MM    MM
2024 01 27 12 12  MM   MM   MM    MM    MM    MM  MM 1015.5  16.5  11.4    MM   MM   MM    MM
2024 01 27 12 06  MM   MM   MM    MM    MM    MM  MM 1015.4  16.5  11.4    MM   MM   MM    MM
2024 01 27 12 00 150  1.5  2.6    MM    MM    MM  MM 1015.4    MM  11.5    MM   MM +0.7    MM
2024 01 27 11 54 140  0.5  1.5    MM    MM    MM  MM 1015.1    MM  11.5    MM   MM   MM    MM
2024 01 27 11 48  MM  0.0  1.5    MM    MM    MM  MM 1015.1  16.3  11.3    MM   MM   MM    MM
2024 01 27 11 42  MM  0.0  1.0    MM    MM    MM  MM 1015.1  16.2  11.3    MM   MM   MM    MM
2024 01 27 11 36  MM  0.0  1.0    MM    MM    MM  MM 1015.2  16.0  11.3    MM   MM   MM    MM
2024 01 27 11 30  MM  0.0  2.1    MM    MM    MM  MM 1015.1    MM  11.3    MM   MM   MM    MM
2024 01 27 11 24  80  1.5  2.1    MM    MM    MM  MM 1014.8    MM  11.3    MM   MM   MM    MM
2024 01 27 11 18  80  1.0  2.1    MM    MM    MM  MM 1015.2  15.6  11.3    MM   MM   MM    MM
2024 01 27 11 12  80  1.5  3.6    MM    MM    MM  MM 1015.2  15.9  11.2    MM   MM   MM    MM
2024 01 27 11 06  90  1.0  1.5    MM    MM    MM  MM 1015.0  15.7  11.2    MM   MM   MM    MM
2024 01 27 11 00  MM   MM   MM    MM    MM    MM  MM 1015.0  15.7  11.2    MM   MM   MM    MM
2024 01 27 10 54  MM   MM   MM    MM    MM    MM  MM 1015.0  16.0  11.1    MM   MM   MM    MM
2024 01 27 10 48  MM  0.0  2.6    MM    MM    MM  MM 1015.0  15.8  11.1    MM   MM   MM    MM
2024 01 27 10 42 100  0.5  4.1    MM    MM    MM  MM 1014.8  15.7  11.1    MM   MM   MM    MM
2024 01 27 10 36  90  1.5  5.1    MM    MM    MM  MM 1015.2  15.7  11.1    MM   MM   MM    MM
2024 01 27 10 30  80  4.1  5.7    MM    MM    MM  MM 1015.3    MM    MM    MM   MM   MM    MM
2024 01 27 10 24  80  2.1  5.1    MM    MM    MM  MM 1015.4    MM    MM    MM   MM   MM    MM
2024 01 27 10 18  80  3.6  5.1    MM    MM    MM  MM 1015.6  14.5  11.1    MM   MM   MM    MM
2024 01 27 10 12  70  4.6  5.1    MM    MM    MM  MM 1015.4  13.3  11.1    MM   MM   MM    MM
2024 01 27 10 06 360  5.7  8.8    MM    MM    MM  MM 1016.4  13.2  11.1    MM   MM   MM    MM
2024 01 27 10 00 340  1.5  6.2    MM    MM    MM  MM 1016.8  12.9  11.1    MM   MM -0.7    MM
2024 01 27 09 54 300  2.6  5.7    MM    MM    MM  MM 1016.4  13.7  11.1    MM   MM   MM    MM
2024 01 27 09 48  40  3.1  3.6    MM    MM    MM  MM 1014.9  15.2  11.1    MM   MM   MM    MM
2024 01 27 09 42  80  2.1  3.1    MM    MM    MM  MM 1014.5  14.6  11.1    MM   MM   MM    MM
2024 01 27 09 36  70  2.1  3.1    MM    MM    MM  MM 1014.6  13.8  11.1    MM   MM   MM    MM
2024 01 27 09 30  50  2.6  3.6    MM    MM    MM  MM 1014.8    MM  11.1    MM   MM   MM    MM
2024 01 27 09 24  20  3.1  3.6    MM    MM    MM  MM 1015.1    MM  11.1    MM   MM   MM    MM
2024 01 27 09 18 270  2.6  3.1    MM    MM    MM  MM 1016.3    MM  11.1    MM   MM   MM    MM
2024 01 27 09 12 160  1.0  1.0    MM    MM    MM  MM 1015.4    MM  11.1    MM   MM   MM    MM
2024 01 27 09 06  80  0.5  1.5    MM    MM    MM  MM 1014.9    MM  11.1    MM   MM   MM    MM
2024 01 27 09 00  MM   MM   MM    MM    MM    MM  MM 1014.7    MM  11.1    MM   MM -1.0    MM
2024 01 27 08 54  MM   MM   MM    MM    MM    MM  MM 1014.7    MM  11.2    MM   MM   MM    MM
2024 01 27 08 48 150  1.0  2.6    MM    MM    MM  MM 1014.0    MM    MM    MM   MM   MM    MM
2024 01 27 08 42  MM  0.0  2.1    MM    MM    MM  MM 1013.7    MM    MM    MM   MM   MM    MM
2024 01 27 08 36  90  1.0  3.1    MM    MM    MM  MM 1013.7    MM    MM    MM   MM   MM    MM
2024 01 27 08 30 120  1.0  3.6    MM    MM    MM  MM     MM  15.5  11.2    MM   MM   MM    MM
2024 01 27 08 24  80  1.0  3.1    MM    MM    MM  MM     MM  15.5  11.2    MM   MM   MM    MM
2024 01 27 08 18  80  2.6  4.6    MM    MM    MM  MM 1014.0    MM  11.2    MM   MM   MM    MM
2024 01 27 08 12  80  2.6  6.2    MM    MM    MM  MM 1014.4    MM  11.2    MM   MM   MM    MM
2024 01 27 08 06  90  2.1  5.7    MM    MM    MM  MM 1014.8    MM  11.2    MM   MM   MM    MM
2024 01 27 08 00  80  5.1  7.2    MM    MM    MM  MM     MM    MM    MM    MM   MM   MM    MM
2024 01 27 07 54  80  6.2  8.2    MM    MM    MM  MM     MM    MM    MM    MM   MM   MM    MM
2024 01 27 07 48  80  5.7  7.2    MM    MM    MM  MM 1014.7    MM  11.1    MM   MM   MM    MM
2024 01 27 07 42  80  3.1  7.2    MM    MM    MM  MM 1015.3    MM  11.1    MM   MM   MM    MM
2024 01 27 07 36  50  6.7  7.7    MM    MM    MM  MM 1015.1    MM  11.1    MM   MM   MM    MM
2024 01 27 07 30  50  7.2  7.2    MM    MM    MM  MM     MM    MM  11.0    MM   MM   MM    MM
2024 01 27 07 24  50  6.2  9.8    MM    MM    MM  MM     MM    MM  11.0    MM   MM   MM    MM
2024 01 27 07 18  60  8.8  9.3    MM    MM    MM  MM 1014.7  13.0  11.0    MM   MM   MM    MM
2024 01 27 07 12  40  6.7  7.2    MM    MM    MM  MM 1016.2  12.6  11.0    MM   MM   MM    MM
2024 01 27 07 06 360  4.1  6.2    MM    MM    MM  MM 1017.3  12.5  11.0    MM   MM   MM    MM
2024 01 27 07 00 340  2.1  6.7    MM    MM    MM  MM 1017.5  12.4  11.0    MM   MM +0.6    MM
2024 01 27 06 54 340  4.1  7.2    MM    MM    MM  MM 1016.5  12.1  11.0    MM   MM   MM    MM
2024 01 27 06 48 340  5.7  6.2    MM    MM    MM  MM 1015.9  11.9  11.0    MM   MM   MM    MM
2024 01 27 06 42 120  1.5  2.1    MM    MM    MM  MM 1015.6  12.2  11.0    MM   MM   MM    MM
2024 01 27 06 36  MM  0.0  0.5    MM    MM    MM  MM 1015.5  12.2  11.0    MM   MM   MM    MM
2024 01 27 06 30  MM  0.0  0.5    MM    MM    MM  MM 1015.5  12.1  11.0    MM   MM   MM    MM
2024 01 27 06 24  MM  0.0  0.5    MM    MM    MM  MM 1015.3  12.4  11.0    MM   MM   MM    MM
2024 01 27 06 18 120  0.5  1.5    MM    MM    MM  MM 1015.4  14.8  11.0    MM   MM   MM    MM
2024 01 27 06 12 120  0.5  1.0    MM    MM    MM  MM 1015.3  16.1  11.0    MM   MM   MM    MM
2024 01 27 06 06  MM  0.0  1.0    MM    MM    MM  MM 1015.6  15.9  11.0    MM   MM   MM    MM
2024 01 27 06 00  MM  0.0  1.0    MM    MM    MM  MM 1015.7  15.9  11.0    MM   MM -0.8    MM
2024 01 27 05 54  MM  0.0  1.5    MM    MM    MM  MM 1015.7  16.0  11.0    MM   MM   MM    MM
2024 01 27 05 48 130  0.5  2.6    MM    MM    MM  MM 1016.0  16.0  11.0    MM   MM   MM    MM
2024 01 27 05 42 100  0.5  3.1    MM    MM    MM  MM 1015.5  15.9  11.0    MM   MM   MM    MM
2024 01 27 05 36 150  0.5  3.1    MM    MM    MM  MM 1015.7  15.9  10.9    MM   MM   MM    MM
2024 01 27 05 30 150  0.5  3.1    MM    MM    MM  MM 1015.7  15.8  11.0    MM   MM   MM    MM
2024 01 27 05 24 120  1.0  2.6    MM    MM    MM  MM 1015.8  15.8  11.0    MM   MM   MM    MM
2024 01 27 05 18 120  0.5  2.1    MM    MM    MM  MM 1016.0  15.8  11.0    MM   MM   MM    MM
2024 01 27 05 12 110  0.5  2.1    MM    MM    MM  MM 1016.1  15.7  11.0    MM   MM   MM    MM
2024 01 27 05 06 130  0.5  3.1    MM    MM    MM  MM 1016.2  15.7  11.0    MM   MM   MM    MM
2024 01 27 05 00 100  0.5  2.6    MM    MM    MM  MM 1016.1  15.7  11.1    MM   MM -0.4    MM
2024 01 27 04 54 100  1.0  3.1    MM    MM    MM  MM 1015.9  15.7  11.1    MM   MM   MM    MM
2024 01 27 04 48 120  0.5  2.6    MM    MM    MM  MM 1016.3  15.5  11.1    MM   MM   MM    MM
2024 01 27 04 42  MM  0.0  2.6    MM    MM    MM  MM 1016.3  15.5  11.1    MM   MM   MM    MM
2024 01 27 04 36 140  0.5  3.6    MM    MM    MM  MM 1016.2  15.4  11.0    MM   MM   MM    MM
2024 01 27 04 30 110  0.5  2.1    MM    MM    MM  MM 1016.1  15.4  11.0    MM   MM   MM    MM
2024 01 27 04 24  90  1.5  4.1    MM    MM    MM  MM 1016.3  15.3  11.0    MM   MM   MM    MM
2024 01 27 04 18 100  1.5  3.6    MM    MM    MM  MM 1016.4  15.4  11.0    MM   MM   MM    MM
2024 01 27 04 12  90  2.1  3.6    MM    MM    MM  MM 1016.7  15.3  11.1    MM   MM   MM    MM
2024 01 27 04 06  80  2.6  5.1    MM    MM    MM  MM 1016.8  15.3  11.1    MM   MM   MM    MM
2024 01 27 04 00  90  1.5  3.1    MM    MM    MM  MM 1016.9  15.2  11.2    MM   MM   MM    MM
2024 01 27 03 54  90  2.1  4.1    MM    MM    MM  MM 1016.8  15.2  11.1    MM   MM   MM    MM
2024 01 27 03 48  90  0.5  2.1    MM    MM    MM  MM 1016.7  15.1  11.2    MM   MM   MM    MM
2024 01 27 03 42 100  1.0  3.1    MM    MM    MM  MM 1016.7  15.1  11.1    MM   MM   MM    MM
2024 01 27 03 36 140  0.5  3.1    MM    MM    MM  MM 1016.8  15.1  11.1    MM   MM   MM    MM
2024 01 27 03 30 130  1.0  4.1    MM    MM    MM  MM 1016.8    MM  11.1    MM   MM   MM    MM
2024 01 27 03 24 150  0.5  3.6    MM    MM    MM  MM 1016.8    MM  11.1    MM   MM   MM    MM
2024 01 27 03 18 120  1.0  3.1    MM    MM    MM  MM 1016.5  15.2  11.2    MM   MM   MM    MM
2024 01 27 03 12 150  0.5  2.6    MM    MM    MM  MM 1016.6  15.2  11.3    MM   MM   MM    MM
2024 01 27 03 06 130  0.5  4.6    MM    MM    MM  MM 1016.7  15.2  11.3    MM   MM   MM    MM
2024 01 27 03 00  80  2.6  4.6    MM    MM    MM  MM 1016.5    MM  11.2    MM   MM -0.4    MM
2024 01 27 02 54  80  3.1  6.2    MM    MM    MM  MM 1016.6    MM  11.2    MM   MM   MM    MM
2024 01 27 02 48  80  3.1  4.6    MM    MM    MM  MM 1016.7    MM  11.2    MM   MM   MM    MM
2024 01 27 02 42  80  2.6  4.1    MM    MM    MM  MM 1016.9    MM  11.2    MM   MM   MM    MM
2024 01 27 02 36  80  2.6  4.6    MM    MM    MM  MM 1017.1    MM  11.2    MM   MM   MM    MM
2024 01 27 02 30  80  3.1  5.1    MM    MM    MM  MM 1017.1    MM  11.2    MM   MM   MM    MM
2024 01 27 02 24  90  2.1  4.1    MM    MM    MM  MM 1017.2    MM  11.2    MM   MM   MM    MM
2024 01 27 02 18 100  1.5  4.6    MM    MM    MM  MM 1017.2    MM  11.2    MM   MM   MM    MM
2024 01 27 02 12  90  2.1  4.6    MM    MM    MM  MM 1017.0    MM  11.2    MM   MM   MM    MM
2024 01 27 02 06  90  1.5  4.6    MM    MM    MM  MM 1016.9    MM  11.2    MM   MM   MM    MM
2024 01 27 02 00  80  3.1  5.7    MM    MM    MM  MM 1016.5    MM  11.2    MM   MM -0.7    MM
2024 01 27 01 54  80  3.6  5.7    MM    MM    MM  MM 1016.2    MM  11.2    MM   MM   MM    MM
2024 01 27 01 48  80  3.1  5.1    MM    MM    MM  MM 1016.2    MM  11.2    MM   MM   MM    MM
2024 01 27 01 42  80  2.6  5.1    MM    MM    MM  MM 1016.0    MM  11.2    MM   MM   MM    MM
2024 01 27 01 36  80  3.1  6.7    MM    MM    MM  MM 1016.1    MM  11.2    MM   MM   MM    MM
2024 01 27 01 30  80  5.1  6.7    MM    MM    MM  MM 1016.2    MM  11.2    MM   MM   MM    MM
2024 01 27 01 24  80  4.1  4.6    MM    MM    MM  MM 1016.1    MM  11.2    MM   MM   MM    MM
2024 01 27 01 18  80  4.1  4.6    MM    MM    MM  MM 1016.2    MM  11.2    MM   MM   MM    MM
2024 01 27 00 48  MM   MM   MM    MM    MM    MM  MM 1016.4  13.1  11.2    MM   MM   MM    MM
2024 01 27 00 42  MM   MM   MM    MM    MM    MM  MM 1016.7  13.4  11.2    MM   MM   MM    MM
2024 01 27 00 36  MM   MM   MM    MM    MM    MM  MM 1016.7  13.4  11.2    MM   MM   MM    MM
2024 01 27 00 30  80  3.6  4.6    MM    MM    MM  MM 1016.7  13.3  11.2    MM   MM   MM    MM
